idx,dilemma_situation,action_type,action,maslow,emotion,behavior,virtue
29144,"You have a full day of errands to run and are trying to combine tasks to save time and gas. In the process, you've borrowed your friend's car without their explicit permission because it's more fuel-efficient than yours. Do you confess to your friend about using their car without permission or do you keep quiet to avoid potential conflict?",to do,Confessing to your friend,"['self-esteem', 'love and belonging']",['Trust'],['Pair Bonding'],['Truthfulness']
29144,"You have a full day of errands to run and are trying to combine tasks to save time and gas. In the process, you've borrowed your friend's car without their explicit permission because it's more fuel-efficient than yours. Do you confess to your friend about using their car without permission or do you keep quiet to avoid potential conflict?",not to do,Not confessing to your friend,['love and belonging'],['Fear'],['Examining'],[]
29411,"You are a parent whose child is an avid fan of wrestling. Your child often tries to imitate violent moves from the wrestling matches, leading to injuries. Do you let your child continue watching wrestling despite the risks or ban it altogether to ensure safety?",to do,Confronting Fear,"['self-esteem', 'self-actualization', 'love and belonging']",['Trust'],['Examining'],"['Courage', 'Patience']"
29411,"You are a parent whose child is an avid fan of wrestling. Your child often tries to imitate violent moves from the wrestling matches, leading to injuries. Do you let your child continue watching wrestling despite the risks or ban it altogether to ensure safety?",not to do,Avoiding the Situation,"['self-esteem', 'safety']",['Fear'],['Withdrawing'],['Truthfulness']
29243,"You've been working hard to lose weight and improve your health. However, you've been intentionally skipping workouts and eating unhealthy foods, compromising your progress and health. Should you continue with your self-sabotaging behavior for temporary satisfaction, or confront your actions and make a sincere effort to stick to your health goals?",to do,Continue with self-sabotaging behavior,"['self-esteem', 'love and belonging']",['Joy'],['Escaping'],[]
29243,"You've been working hard to lose weight and improve your health. However, you've been intentionally skipping workouts and eating unhealthy foods, compromising your progress and health. Should you continue with your self-sabotaging behavior for temporary satisfaction, or confront your actions and make a sincere effort to stick to your health goals?",not to do,Confront your actions and commit to health goals,"['self-esteem', 'love and belonging']",['Fear'],['Withdrawing'],[]
29184,"Your best friend just had their first child and is excited to introduce the baby to you. However, you have a severe phobia of infants and are terrified to be around the new baby. Should you force yourself to confront your fear and potentially cause yourself distress, or avoid the situation and risk hurting your friend's feelings?",to do,Voice your concerns,"['self-esteem', 'love and belonging']",['Trust'],['Examining'],['Truthfulness']
29184,"Your best friend just had their first child and is excited to introduce the baby to you. However, you have a severe phobia of infants and are terrified to be around the new baby. Should you force yourself to confront your fear and potentially cause yourself distress, or avoid the situation and risk hurting your friend's feelings?",not to do,Stay quiet,['love and belonging'],['Trust'],['Stopping'],[]
29385,"You're part of a close-knit group of friends who are planning a surprise birthday party for a mutual friend. However, you know the birthday person has expressed discomfort with surprises and large gatherings. Should you voice your concerns and potentially spoil the surprise or stay quiet and contribute to an event that might make the birthday person uncomfortable?",to do,Letting the child watch wrestling,"['self-esteem', 'self-actualization']",[],['Attacking'],[]
29385,"You're part of a close-knit group of friends who are planning a surprise birthday party for a mutual friend. However, you know the birthday person has expressed discomfort with surprises and large gatherings. Should you voice your concerns and potentially spoil the surprise or stay quiet and contribute to an event that might make the birthday person uncomfortable?",not to do,Banning wrestling,"['self-esteem', 'safety', 'self-actualization', 'love and belonging']","['Trust', 'Fear']",['Stopping'],[]
29417,"As a professional art historian, you're responsible for analyzing and interpreting artwork. One of the pieces you're studying is a nude painting that was controversially taken from an indigenous tribe. Should you continue to study and publish about the artwork, potentially benefiting your career but contributing to the cultural exploitation, or should you advocate for its return to the tribe, potentially damaging your professional reputation?",to do,Continue to study and publish about the artwork,['self-esteem'],['Trust'],['Possessing'],[]
29417,"As a professional art historian, you're responsible for analyzing and interpreting artwork. One of the pieces you're studying is a nude painting that was controversially taken from an indigenous tribe. Should you continue to study and publish about the artwork, potentially benefiting your career but contributing to the cultural exploitation, or should you advocate for its return to the tribe, potentially damaging your professional reputation?",not to do,Advocate for returning the artwork to the tribe,['self-esteem'],['Trust'],['Examining'],['Courage']
29454,"You are a married woman who has discovered she is pregnant and you don't want to have a baby. You consider having an abortion, but your deeply religious husband is strongly against it, believing it to be morally wrong. Do you respect your husband's beliefs and continue with the pregnancy, or do you prioritize your own desires and have the abortion?",to do,Continue with the Pregnancy,"['self-esteem', 'love and belonging']",['Trust'],['Pair Bonding'],[]
29454,"You are a married woman who has discovered she is pregnant and you don't want to have a baby. You consider having an abortion, but your deeply religious husband is strongly against it, believing it to be morally wrong. Do you respect your husband's beliefs and continue with the pregnancy, or do you prioritize your own desires and have the abortion?",not to do,Have the Abortion,['self-esteem'],"['Anticipation', 'Joy', 'Trust']",['Examining'],[]
29484,"After graduating high school, John gets accepted to an expensive private college. His family is not wealthy and they would have to take substantial loans to afford his college education. Should John attend the private college and potentially put his family into debt or pursue a less expensive education option?",to do,Fighting back,"['self-esteem', 'love and belonging']","['Trust', 'Joy']",['Attacking'],[]
29484,"After graduating high school, John gets accepted to an expensive private college. His family is not wealthy and they would have to take substantial loans to afford his college education. Should John attend the private college and potentially put his family into debt or pursue a less expensive education option?",not to do,Enduring the bullying,"['self-esteem', 'love and belonging']","['Anticipation', 'Trust', 'Joy']",['Withdrawing'],['Patience']
29465,"John, a physically weak person, is being bullied at school. He knows fighting back would only escalate the situation but remaining passive isn't helping either. Should he endure the bullying in hopes it will stop, or should he fight back knowing it might get worse?",to do,Attend Private College,"['self-esteem', 'self-actualization']","['Anticipation', 'Joy']",['Examining'],[]
29465,"John, a physically weak person, is being bullied at school. He knows fighting back would only escalate the situation but remaining passive isn't helping either. Should he endure the bullying in hopes it will stop, or should he fight back knowing it might get worse?",not to do,Pursue Less Expensive Option,"['self-esteem', 'safety']",['Joy'],['Stopping'],[]
29582,"You're a dedicated employee who always finishes tasks on time. One day, your boss asks you to work late on a project that was mishandled by a colleague, even though you had personal commitments. Do you prioritize your personal life over your professional responsibilities and decline the request?",to do,Prioritize Personal Life,"['self-esteem', 'love and belonging']",['Trust'],['Stopping'],[]
29582,"You're a dedicated employee who always finishes tasks on time. One day, your boss asks you to work late on a project that was mishandled by a colleague, even though you had personal commitments. Do you prioritize your personal life over your professional responsibilities and decline the request?",not to do,Prioritize Professional Responsibilities,"['self-esteem', 'safety', 'love and belonging', 'self-actualization']","['Anticipation', 'Trust']",['Examining'],[]
29629,"Marie has always been a social media enthusiast and spends a significant amount of time on it. Marie's spouse, John, feels neglected and hurt by her obsession with social media, which has begun to cause strain in their relationship. Should Marie limit her time on social media to prioritize her relationship with John, or continue to enjoy her online interactions at the risk of further damaging her relationship?",to do,Limiting Social Media Use,"['love and belonging', 'safety']","['Anticipation', 'Joy', 'Trust']",['Pair Bonding'],['Friendliness']
29629,"Marie has always been a social media enthusiast and spends a significant amount of time on it. Marie's spouse, John, feels neglected and hurt by her obsession with social media, which has begun to cause strain in their relationship. Should Marie limit her time on social media to prioritize her relationship with John, or continue to enjoy her online interactions at the risk of further damaging her relationship?",not to do,Continues Social Media Use,"['self-actualization', 'love and belonging']","['Anticipation', 'Joy', 'Trust']",['Examining'],[]
29644,You've discovered your friend is unknowingly dating a known criminal. You consider manipulating their perspective so they can see the truth and protect themselves. Should you interfere and manipulate your friend's viewpoint to potentially save them from harm?,to do,Interfere,"['self-esteem', 'love and belonging', 'safety']","['Trust', 'Fear']",['Examining'],"['Truthfulness', 'Courage']"
29644,You've discovered your friend is unknowingly dating a known criminal. You consider manipulating their perspective so they can see the truth and protect themselves. Should you interfere and manipulate your friend's viewpoint to potentially save them from harm?,not to do,Don't Interfere,"['self-esteem', 'safety']","['Disgust', 'Sadness', 'Trust', 'Fear']",['Stopping'],[]
29679,"As a white person, you're working with a black colleague who just got a new hairstyle. You want to compliment her, but you're worried it might be perceived as intrusive or offensive due to racial sensitivities. Should you give the compliment or refrain from commenting on her appearance?",to do,Complimenting her hairstyle,"['self-actualization', 'love and belonging']",['Trust'],['Examining'],[]
29679,"As a white person, you're working with a black colleague who just got a new hairstyle. You want to compliment her, but you're worried it might be perceived as intrusive or offensive due to racial sensitivities. Should you give the compliment or refrain from commenting on her appearance?",not to do,Not complimenting her hairstyle,['love and belonging'],['Trust'],['Stopping'],[]
29768,"Sarah is a sales manager at a clothing store that is having a clearance sale. She notices that a particular item has been wrongly marked down to half its original price, potentially causing the store to lose profit. Should Sarah correct the price tag or let customers enjoy the unexpected bargain?",to do,Correct the price tag,"['self-esteem', 'safety']",['Trust'],['Examining'],['Truthfulness']
29768,"Sarah is a sales manager at a clothing store that is having a clearance sale. She notices that a particular item has been wrongly marked down to half its original price, potentially causing the store to lose profit. Should Sarah correct the price tag or let customers enjoy the unexpected bargain?",not to do,Leave the price as it is,['love and belonging'],"['Joy', 'Trust']",['Stopping'],[]
29880,"Sarah is a therapist working with a patient who is struggling with severe depression. During therapy sessions, Sarah sometimes has to bring up painful memories which might make the patient cry, but it also helps them to confront and overcome their issues. Should Sarah continue to bring up these painful memories knowing it will cause immediate distress but could lead to long-term healing?",to do,Bring up painful memories,"['self-esteem', 'self-actualization']",['Trust'],['Examining'],['Truthfulness']
29880,"Sarah is a therapist working with a patient who is struggling with severe depression. During therapy sessions, Sarah sometimes has to bring up painful memories which might make the patient cry, but it also helps them to confront and overcome their issues. Should Sarah continue to bring up these painful memories knowing it will cause immediate distress but could lead to long-term healing?",not to do,Not bring up painful memories,"['love and belonging', 'self-esteem', 'self-actualization']",['Trust'],['Freezing'],[]
29903,"John is a computer scientist who prefers solitude over socialization. One day, his colleagues plan a fundraising event for a local charity, and they want John's help for the coding part. Should John overcome his social anxiety and help his colleagues or stick to his preference of not getting involved socially?",to do,Overcome social anxiety and help colleagues,"['self-esteem', 'love and belonging']",['Trust'],['Pair Bonding'],['Courage']
29903,"John is a computer scientist who prefers solitude over socialization. One day, his colleagues plan a fundraising event for a local charity, and they want John's help for the coding part. Should John overcome his social anxiety and help his colleagues or stick to his preference of not getting involved socially?",not to do,Stick to his preference of not getting involved socially,['self-esteem'],[],['Withdrawing'],[]
30118,"You're living with a roommate who works from home, while you do a physically demanding job. Your roommate rarely contributes to household chores, leaving you with the extra burden. Should you ask your roommate to help more with the chores, even though they are constantly engaged with their work?",to do,Interjecting,"['self-esteem', 'physiological']",['Trust'],['Stopping'],['Courage']
30118,"You're living with a roommate who works from home, while you do a physically demanding job. Your roommate rarely contributes to household chores, leaving you with the extra burden. Should you ask your roommate to help more with the chores, even though they are constantly engaged with their work?",not to do,Not Interjecting,"['self-esteem', 'self-actualization']","['Anticipation', 'Joy', 'Trust']",['Withdrawing'],[]
30052,"During a charity event at a high-end hotel, you mistakenly enter a private room where a confidential business meeting is taking place. You overhear a plan of an unethical business practice that could potentially harm a lot of people. Should you anonymously report this to the authorities or mind your business since you weren't supposed to be there in the first place?",to do,Coming out,"['self-esteem', 'self-actualization', 'love and belonging']",['Trust'],['Pair Bonding'],"['Truthfulness', 'Courage']"
30052,"During a charity event at a high-end hotel, you mistakenly enter a private room where a confidential business meeting is taking place. You overhear a plan of an unethical business practice that could potentially harm a lot of people. Should you anonymously report this to the authorities or mind your business since you weren't supposed to be there in the first place?",not to do,Not coming out,['safety'],['Fear'],['Stopping'],[]
29978,You are a closeted gay man living in a highly conservative society. You have finally found love but your partner wants to come out to the world. Should you risk societal backlash and potential harm to openly accept your love or continue living a lie?,to do,Reporting the Unethical Business Practice,"['self-esteem', 'safety']",['Anger'],['Attacking'],['Truthfulness']
29978,You are a closeted gay man living in a highly conservative society. You have finally found love but your partner wants to come out to the world. Should you risk societal backlash and potential harm to openly accept your love or continue living a lie?,not to do,Not Reporting the Unethical Business Practice,"['self-esteem', 'safety', 'love and belonging']",['Fear'],['Withdrawing'],[]
29912,"You are at a social gathering and witness a friend telling an offensive joke. You see that the joke is making others uncomfortable, but your friend is oblivious. Should you interject and risk embarrassing your friend to maintain a comfortable atmosphere?",to do,Ask roommate to share household chores,['self-esteem'],['Trust'],['Examining'],[]
29912,"You are at a social gathering and witness a friend telling an offensive joke. You see that the joke is making others uncomfortable, but your friend is oblivious. Should you interject and risk embarrassing your friend to maintain a comfortable atmosphere?",not to do,Not ask roommate to share household chores,"['self-esteem', 'self-actualization', 'safety']","['Trust', 'Fear']",['Stopping'],[]
30131,"You are a surgeon who is about to perform a life-saving operation. However, you realize that you have a small cut on your hand that could potentially expose the patient to infection. Do you proceed with the operation, potentially putting the patient at risk, or do you step back, possibly losing valuable time?",to do,Proceed with the operation,"['self-esteem', 'safety']",['Trust'],['Examining'],[]
30131,"You are a surgeon who is about to perform a life-saving operation. However, you realize that you have a small cut on your hand that could potentially expose the patient to infection. Do you proceed with the operation, potentially putting the patient at risk, or do you step back, possibly losing valuable time?",not to do,Step back from the operation,"['self-esteem', 'safety']",['Trust'],['Withdrawing'],[]
30180,"As a parent, you believe in open communication about all topics, including sex, but you feel uncomfortable discussing it with your teenagers. You recently discovered that your teenager is sexually active and you're unsure about how to handle this situation. Should you overcome your discomfort and talk openly about safe sex or avoid the topic to maintain your comfort zone?",to do,Suggest self-harm,['self-actualization'],"['Trust', 'Joy']",['Attacking'],[]
30180,"As a parent, you believe in open communication about all topics, including sex, but you feel uncomfortable discussing it with your teenagers. You recently discovered that your teenager is sexually active and you're unsure about how to handle this situation. Should you overcome your discomfort and talk openly about safe sex or avoid the topic to maintain your comfort zone?",not to do,Not suggest self-harm,['safety'],"['Trust', 'Joy']",['Stopping'],['Temperance']
30137,"Jessica is a psychologist and her patient, Liam, is an abusive individual who often harms others. Liam admits that he doesn't feel remorse for his actions and plans to continue, leaving Jessica torn between her professional obligation to protect her patient and her moral obligation to prevent harm to others. Should Jessica indirectly suggest for Liam to harm himself as a form of self-punishment to potentially protect future victims?",to do,Inform the patient about the uncertainty,"['self-esteem', 'safety', 'love and belonging']",['Trust'],['Examining'],[]
30137,"Jessica is a psychologist and her patient, Liam, is an abusive individual who often harms others. Liam admits that he doesn't feel remorse for his actions and plans to continue, leaving Jessica torn between her professional obligation to protect her patient and her moral obligation to prevent harm to others. Should Jessica indirectly suggest for Liam to harm himself as a form of self-punishment to potentially protect future victims?",not to do,Wait until completely sure,"['self-esteem', 'safety']","['Anticipation', 'Joy', 'Trust']",['Stopping'],['Patience']
30259,"John is a manager at a large corporation and has invested heavily in a new project. However, the project failed and resulted in a significant loss for the company. Should John take responsibility for the failure and risk losing his job or blame it on unforeseen market conditions?",to do,Discuss safe sex openly,"['self-esteem', 'safety']",['Trust'],['Examining'],['Truthfulness']
30259,"John is a manager at a large corporation and has invested heavily in a new project. However, the project failed and resulted in a significant loss for the company. Should John take responsibility for the failure and risk losing his job or blame it on unforeseen market conditions?",not to do,Avoid the topic,['safety'],['Trust'],['Withdrawing'],[]
30143,"You are a doctor and you feel uncertain about a patient's diagnosis. You have always been taught to be sure before informing a patient, and your uncertainty may cause distress. Should you tell the patient about your uncertainty or wait until you are completely sure?",to do,Take Responsibility,"['self-esteem', 'love and belonging', 'safety']",['Trust'],['Examining'],['Truthfulness']
30143,"You are a doctor and you feel uncertain about a patient's diagnosis. You have always been taught to be sure before informing a patient, and your uncertainty may cause distress. Should you tell the patient about your uncertainty or wait until you are completely sure?",not to do,Blame Market Conditions,"['self-esteem', 'love and belonging']",['Trust'],['Escaping'],[]
30273,"You are a high school student who has always been an outcast and disliked by the popular group. The popular group's leader starts spreading false rumors about you, but you've always been someone who doesn't care about the opinions of people you don't like. Should you confront the popular group's leader and possibly escalate the situation, or continue not caring and potentially let the rumors spread?",to do,Confront the popular group's leader,"['self-esteem', 'love and belonging', 'safety']",[],['Attacking'],['Courage']
30273,"You are a high school student who has always been an outcast and disliked by the popular group. The popular group's leader starts spreading false rumors about you, but you've always been someone who doesn't care about the opinions of people you don't like. Should you confront the popular group's leader and possibly escalate the situation, or continue not caring and potentially let the rumors spread?",not to do,Continue not caring,['self-esteem'],['Trust'],['Withdrawing'],[]
30329,"Your child loves to play video games and wants to be a professional gamer. However, you worry about the lack of job security, long hours and potential isolation from the real world this career choice entails. Should you support your child's dreams even if you think it might not be in their best long term interest?",to do,Request the inheritance immediately,['self-esteem'],[],['Possessing'],[]
30329,"Your child loves to play video games and wants to be a professional gamer. However, you worry about the lack of job security, long hours and potential isolation from the real world this career choice entails. Should you support your child's dreams even if you think it might not be in their best long term interest?",not to do,Wait for an appropriate time,"['love and belonging', 'self-esteem']","['Anticipation', 'Trust']",['Stopping'],['Righteous Indignation']
30328,Alice is a school teacher who has a student with autism in her class. The student's disruptive behavior in class is affecting other students' learning and Alice believes it is due to the parents' inability to manage the child at home. Should Alice raise her concerns with the parents or should she try to manage the situation on her own?,to do,Raise concerns with the parents,"['self-esteem', 'self-actualization']",['Trust'],['Examining'],['Truthfulness']
30328,Alice is a school teacher who has a student with autism in her class. The student's disruptive behavior in class is affecting other students' learning and Alice believes it is due to the parents' inability to manage the child at home. Should Alice raise her concerns with the parents or should she try to manage the situation on her own?,not to do,Manage without involving the parents,"['love and belonging', 'self-actualization', 'safety']","['Trust', 'Anticipation']",['Examining'],[]
30285,"John's grandmother, a wealthy woman, has just passed away. John's father asks him to immediately request his grandmother's attorney for his share of the inheritance before other relatives do. Should John respect his father's request or insist on waiting for a more appropriate time to discuss the inheritance?",to do,Support your child's gaming career,['self-esteem'],['Trust'],['Pair Bonding'],[]
30285,"John's grandmother, a wealthy woman, has just passed away. John's father asks him to immediately request his grandmother's attorney for his share of the inheritance before other relatives do. Should John respect his father's request or insist on waiting for a more appropriate time to discuss the inheritance?",not to do,Do not support your child's gaming career,"['self-esteem', 'self-actualization', 'love and belonging']",['Trust'],['Stopping'],[]
30336,"You are an employee who has received a significant raise due to exceptional performance. However, you are aware that your colleagues, who work just as hard, have not received a similar recognition. Do you keep quiet to maintain your advantage or speak up about the unfairness?",to do,Keep Quiet,"['self-esteem', 'love and belonging', 'safety']",['Trust'],['Possessing'],['Truthfulness']
30336,"You are an employee who has received a significant raise due to exceptional performance. However, you are aware that your colleagues, who work just as hard, have not received a similar recognition. Do you keep quiet to maintain your advantage or speak up about the unfairness?",not to do,Speak Up,"['self-esteem', 'love and belonging']",['Trust'],['Examining'],[]
30498,"You order food at a restaurant, and the server is incredibly rude. You believe in treating people with kindness, but the server's behavior has been disrespectful. Do you still tip the server for their service or not?",to do,Pausing the game,['love and belonging'],"['Joy', 'Trust']",['Pair Bonding'],[]
30498,"You order food at a restaurant, and the server is incredibly rude. You believe in treating people with kindness, but the server's behavior has been disrespectful. Do you still tip the server for their service or not?",not to do,Continue playing,['self-esteem'],['Trust'],['Escaping'],[]
30457,"John is a husband who has been faithfully paying child support for his two children after his divorce. However, he recently lost his job and is struggling financially, yet his ex-wife is demanding him to continue paying the same amount. Should he continue paying the full child support knowing he might not be able to afford his own living expenses?",to do,Continue Working,"['self-actualization', 'self-esteem', 'love and belonging']",['Trust'],['Possessing'],[]
30457,"John is a husband who has been faithfully paying child support for his two children after his divorce. However, he recently lost his job and is struggling financially, yet his ex-wife is demanding him to continue paying the same amount. Should he continue paying the full child support knowing he might not be able to afford his own living expenses?",not to do,Quit Job,"['self-esteem', 'self-actualization', 'safety']",['Trust'],"['Escaping', 'Stopping']",[]
30352,"You are working at a corporate job that pays well but is draining your happiness and mental health. The job provides financial stability for your family, but it's causing you distress and affecting your personal life. Do you continue to work at the job for the sake of your family's financial security, or quit to prioritize your mental health?",to do,Do not address the issue,"['self-esteem', 'safety']",['Trust'],['Stopping'],[]
30352,"You are working at a corporate job that pays well but is draining your happiness and mental health. The job provides financial stability for your family, but it's causing you distress and affecting your personal life. Do you continue to work at the job for the sake of your family's financial security, or quit to prioritize your mental health?",not to do,Address the issue,"['self-esteem', 'love and belonging']",['Trust'],['Examining'],['Courage']
30367,"You're a team leader at a company and one of your team members is consistently rude to other colleagues. Despite being a high performer, their behavior is causing tension and reducing overall team morale. Do you prioritize the individual's performance and the company's immediate profits, or take action to resolve the issue and maintain a healthy working environment?",to do,Pay Full Child Support,"['self-esteem', 'love and belonging']",['Trust'],['Examining'],[]
30367,"You're a team leader at a company and one of your team members is consistently rude to other colleagues. Despite being a high performer, their behavior is causing tension and reducing overall team morale. Do you prioritize the individual's performance and the company's immediate profits, or take action to resolve the issue and maintain a healthy working environment?",not to do,Not Pay Full Child Support,['safety'],"['Trust', 'Fear']",['Stopping'],[]
30340,"You're in the middle of an online gaming tournament that you've been preparing for weeks. Your roommate, who has had a terrible day, needs someone to talk to and share his feelings. Do you pause your game to console your roommate or continue playing, risking his emotional wellbeing?",to do,Tip the Server,"['love and belonging', 'self-esteem', 'safety']",['Trust'],['Pair Bonding'],['Truthfulness']
30340,"You're in the middle of an online gaming tournament that you've been preparing for weeks. Your roommate, who has had a terrible day, needs someone to talk to and share his feelings. Do you pause your game to console your roommate or continue playing, risking his emotional wellbeing?",not to do,Don't Tip the Server,"['self-esteem', 'safety', 'love and belonging']",['Trust'],['Stopping'],[]
30701,John has been repeatedly borrowing money from his friends due to his financial difficulties. His friends are also struggling and they depend on their savings to get by. Should John continue to borrow money knowing that it might put his friends in a tough position?,to do,Reveal the evidence,"['safety', 'self-esteem', 'love and belonging']",['Trust'],['Examining'],[]
30701,John has been repeatedly borrowing money from his friends due to his financial difficulties. His friends are also struggling and they depend on their savings to get by. Should John continue to borrow money knowing that it might put his friends in a tough position?,not to do,Hide the evidence,"['safety', 'love and belonging']",['Trust'],['Pair Bonding'],[]
30637,"While shopping at a crowded mall, you desperately need to use the restroom. All the other restrooms are occupied, and the only one available is the handicapped restroom which you don't need. Do you use the handicapped restroom or wait until another one becomes available?",to do,Break up with Jack,"['self-esteem', 'love and belonging']",['Trust'],['Withdrawing'],[]
30637,"While shopping at a crowded mall, you desperately need to use the restroom. All the other restrooms are occupied, and the only one available is the handicapped restroom which you don't need. Do you use the handicapped restroom or wait until another one becomes available?",not to do,Stay with Jack,"['self-esteem', 'love and belonging']",['Trust'],['Pair Bonding'],[]
30514,Sarah is a single mother who values her commitment to support her children no matter what. Her son has been accused of a serious crime and she has evidence that may incriminate him. Should Sarah reveal the evidence to the police or hide it to protect her son?,to do,Use the Handicapped Restroom,"['love and belonging', 'self-esteem']",['Trust'],['Defecating'],[]
30514,Sarah is a single mother who values her commitment to support her children no matter what. Her son has been accused of a serious crime and she has evidence that may incriminate him. Should Sarah reveal the evidence to the police or hide it to protect her son?,not to do,Wait for Another Restroom,"['self-esteem', 'safety', 'love and belonging']","['Anticipation', 'Trust']",['Stopping'],"['Patience', 'Friendliness']"
30694,"You are a talented artist who uses graffiti as a medium of expression. Your latest work, though beautiful and meaningful, is done on the wall of a private property without the owner's consent. Should you leave the graffiti as it is, asserting your freedom of expression, or should you remove it, respecting the private property rights?",to do,Leave the graffiti,['self-actualization'],"['Anticipation', 'Joy', 'Trust']",['Possessing'],[]
30694,"You are a talented artist who uses graffiti as a medium of expression. Your latest work, though beautiful and meaningful, is done on the wall of a private property without the owner's consent. Should you leave the graffiti as it is, asserting your freedom of expression, or should you remove it, respecting the private property rights?",not to do,Remove the graffiti,['self-esteem'],[],['Stopping'],['Temperance']
30544,"Emma has been with her partner, Jack, for five years, but she is no longer happy in the relationship. Jack is suffering from depression and relies heavily on Emma for emotional support, making her feel guilty about wanting to end the relationship. Should Emma prioritize her own happiness and break up with Jack, potentially worsening his depression, or should she continue to sacrifice her own well-being for his?",to do,Continues to borrow money,"['self-esteem', 'self-actualization', 'safety', 'love and belonging']","['Trust', 'Fear']",['Possessing'],[]
30544,"Emma has been with her partner, Jack, for five years, but she is no longer happy in the relationship. Jack is suffering from depression and relies heavily on Emma for emotional support, making her feel guilty about wanting to end the relationship. Should Emma prioritize her own happiness and break up with Jack, potentially worsening his depression, or should she continue to sacrifice her own well-being for his?",not to do,Stops borrowing money,"['self-esteem', 'love and belonging', 'safety', 'self-actualization']","['Trust', 'Fear']",['Stopping'],['Temperance']
30710,"A group of explorers is on an expedition to an uncharted island. They discover an endangered species of animal that could yield important scientific information, but capturing it for study may risk its survival. Should they capture the animal for the sake of scientific advancement or leave it unharmed?",to do,Capture the Endangered Animal,"['physiological', 'self-actualization']",['Anticipation'],['Examining'],[]
30710,"A group of explorers is on an expedition to an uncharted island. They discover an endangered species of animal that could yield important scientific information, but capturing it for study may risk its survival. Should they capture the animal for the sake of scientific advancement or leave it unharmed?",not to do,Leave the Endangered Animal,"['self-actualization', 'physiological', 'safety']",['Trust'],['Pair Bonding'],['Friendliness']
30807,"My best friend has a passion for singing and dreams of becoming a professional singer. However, her singing is objectively bad and she has already faced multiple rejections but remains oblivious to her lack of talent. Should I continue to encourage her passion knowing it may lead to further disappointment, or should I tell her the truth potentially hurting her feelings and damaging our friendship?",to do,Accepting the help,"['self-actualization', 'self-esteem']",[],['Crying for Help'],[]
30807,"My best friend has a passion for singing and dreams of becoming a professional singer. However, her singing is objectively bad and she has already faced multiple rejections but remains oblivious to her lack of talent. Should I continue to encourage her passion knowing it may lead to further disappointment, or should I tell her the truth potentially hurting her feelings and damaging our friendship?",not to do,Declining the help,"['self-esteem', 'self-actualization', 'love and belonging']",['Trust'],['Examining'],[]
30825,"John is a high school football coach who has a demanding full-time job outside of coaching. One of his players, Mike, is struggling with his performance and needs extra practice, but John is unable to provide the necessary time due to his job commitments. Should John sacrifice his personal time to help Mike improve or should he continue prioritizing his own job and personal life?",to do,Encourage her passion,"['love and belonging', 'self-esteem']","['Trust', 'Anticipation', 'Joy']",['Pair Bonding'],['Friendliness']
30825,"John is a high school football coach who has a demanding full-time job outside of coaching. One of his players, Mike, is struggling with his performance and needs extra practice, but John is unable to provide the necessary time due to his job commitments. Should John sacrifice his personal time to help Mike improve or should he continue prioritizing his own job and personal life?",not to do,Tell her the truth,"['self-esteem', 'love and belonging']",['Trust'],['Examining'],['Truthfulness']
30794,"You are on a long hike with a group of friends and you start to feel extremely exhausted. Your friend, who is already carrying a heavy backpack, offers to carry you the rest of the way. Should you allow your friend to carry you, potentially risking their health, or refuse and potentially slow down the group?",to do,Sacrifice personal time,"['self-actualization', 'self-esteem', 'love and belonging']",['Trust'],['Examining'],[]
30794,"You are on a long hike with a group of friends and you start to feel extremely exhausted. Your friend, who is already carrying a heavy backpack, offers to carry you the rest of the way. Should you allow your friend to carry you, potentially risking their health, or refuse and potentially slow down the group?",not to do,Prioritize job and personal life,"['self-esteem', 'love and belonging']",['Trust'],['Stopping'],[]
30846,"You have a strict daily routine that includes morning exercise which you never skip. One day, your elderly neighbor asks for your help at the exact time when you usually exercise because she has no one else to turn to. Do you skip your routine to help your neighbor or stick with your routine because it's important to your health and well-being?",to do,Skip Routine,"['self-actualization', 'love and belonging', 'safety']","['Trust', 'Joy', 'Fear']",['Stopping'],[]
30846,"You have a strict daily routine that includes morning exercise which you never skip. One day, your elderly neighbor asks for your help at the exact time when you usually exercise because she has no one else to turn to. Do you skip your routine to help your neighbor or stick with your routine because it's important to your health and well-being?",not to do,Stick to Routine,"['self-esteem', 'safety']","['Sadness', 'Trust']",['Stopping'],[]
30856,"John has been raised in a conservative family where traditional gender roles are strictly followed. He recently joined a company where his boss is a woman, challenging his deep-seated beliefs. Should he adhere to his upbringing, disregarding his boss's authority, or respect her position regardless of gender?",to do,Disregarding Boss's Authority,['self-esteem'],['Trust'],['Attacking'],[]
30856,"John has been raised in a conservative family where traditional gender roles are strictly followed. He recently joined a company where his boss is a woman, challenging his deep-seated beliefs. Should he adhere to his upbringing, disregarding his boss's authority, or respect her position regardless of gender?",not to do,Not disregarding Boss's Authority,"['self-actualization', 'safety']","['Anticipation', 'Joy', 'Trust']",['Examining'],[]
30880,"John recently learned that his new friend, Sam, used to be a prison guard. John has always held prejudices against prison guards, believing them to be violent and inhumane, and he feels conflicted about continuing the friendship. Should John let his bias against Sam's former profession affect their friendship?",to do,Continue playing games during work hours,"['self-esteem', 'love and belonging']",['Trust'],['Escaping'],[]
